CNTYVTD,VTDKEY,KimbroughD_18P_U.S. Sen,HernandezD_18P_U.S. Sen,O'RourkeD_18P_U.S. Sen
4394503,8612,1,15,26
4394508,8613,28,63,129
4394512,8614,0,0,0
4394528,8615,18,54,125
4394531,8616,23,25,72
4394532,8617,2,5,29
4394533,8618,7,17,40
4394534,8619,32,30,79
4394540,8620,13,55,95
4394551,8621,11,24,53
4394563,8622,0,0,0
4394565,8623,0,0,2
4394568,8624,0,0,0
4394572,8625,1,0,3
4394573,8626,0,0,0
4394587,8627,9,9,5
4394588,8628,27,45,155
4394591,8629,14,44,80
4394592,8630,0,0,0
4394593,8631,1,3,4
4394595,8632,1,1,0
4394596,8633,1,0,4
4394599,8634,10,15,43
4394602,8635,0,0,0
4394604,8636,0,0,0
4394615,8637,0,0,0
4394620,8638,0,2,3
4394629,8639,0,0,0
4394630,8640,0,0,0
4394632,8641,0,0,0
4394634,8642,4,12,86
4394638,8643,1,1,6
4394640,8644,2,10,52
4394649,8645,16,22,65
4394650,8646,22,20,61
4394666,8647,0,0,0
4394682,8648,2,0,9
4394683,8649,0,0,0
4394685,8650,0,0,0
4394686,8651,0,0,0
4394687,8652,1,2,7
4394689,8653,0,6,8
4394694,8654,8,11,37
4394702,8655,10,13,44
4394703,8656,17,34,53
4394705,8657,10,18,45
4394707,8658,7,22,32
4394711,8659,11,23,51
4394713,8660,22,28,98
4394724,8661,4,4,21
4394730,8662,14,15,46
4394733,8663,6,17,35
4394736,8664,8,12,32
4394737,8665,5,7,29
4394737,8666,0,0,1
4394820,8667,0,0,0
4394829,8668,4,18,30
4394830,8669,2,6,12
4394832,8670,2,3,15
4394833,8671,3,6,29
4394836,8672,12,27,63
4394844,8673,8,15,33
4394846,8674,8,8,44
4394846,8675,0,0,0
4394849,8676,4,12,24
4410101,8677,21,38,84
4410102,8678,5,10,58
4410103,8679,10,22,48
4410104,8680,10,5,64
4410105,8681,13,16,54
4410106,8682,1,5,10
4410107,8683,3,1,9
4410108,8684,3,2,8
4410109,8685,1,0,0
4410110,8686,0,0,0
4410201,8687,10,14,36
4410202,8688,15,22,60
4410203,8689,21,38,49
4410204,8690,7,6,23
4410205,8691,14,27,40
4410206,8692,5,12,19
4410207,8693,1,0,2
4410301,8694,8,5,53
4410302,8695,11,4,41
4410303,8696,0,3,7
4410304,8697,12,14,40
4410305,8698,10,8,60
4410306,8699,7,14,48
4410307,8700,6,8,37
4410308,8701,5,5,16
4410401,8702,5,3,36
4410402,8703,10,13,52
4410403,8704,8,17,67
4410404,8705,9,13,84
4410405,8706,9,13,40
4410406,8707,16,21,68
4410407,8708,4,7,25
4410408,8709,5,7,28
4410409,8710,1,3,6
4430001,8711,10,14,18
4430002,8712,8,28,23
4430002,8713,0,0,0
4430003,8714,15,19,21
4430004,8715,6,11,10
4430004,8716,3,3,4
4430004,8717,0,0,0
4450101,8718,9,6,16
4450201,8719,2,6,5
4450202,8720,3,3,3
4450301,8721,2,20,14
4450401,8722,2,13,17
4450402,8723,0,2,2
4470001,8724,0,0,1
4470002,8725,0,0,0
4473003,8726,0,2,1
4474005,8727,0,0,3
4474006,8728,0,0,0
4490001,8729,8,6,6
4490002,8730,9,8,8
4490003,8731,10,8,8
4490004,8732,11,9,9
4490005,8733,4,3,4
4490006,8734,20,11,13
4490007,8735,20,12,16
4490008,8736,10,9,9
4490009,8737,3,3,3
4490010,8738,15,13,13
4490011,8739,1,1,1
4490012,8740,4,3,3
4490014,8741,22,14,19
4490015,8742,9,7,9
4490016,8743,38,28,32
4490017,8744,3,2,2
4490018,8745,2,2,2
4490019,8746,11,10,10
4490020,8747,21,15,16
4510106,8748,7,10,17
4510107,8749,2,3,16
4510108,8750,2,0,13
4510112,8751,3,1,7
4510114,8752,1,12,13
4510124,8753,3,31,27
4510137,8754,10,21,57
4510144,8755,4,11,35
4510146,8756,8,19,49
4510201,8757,7,10,43
4510213,8758,4,1,21
4510215,8759,7,10,52
4510225,8760,0,1,0
4510228,8761,8,7,64
4510230,8762,3,10,49
4510241,8763,25,11,125
4510304,8764,8,12,54
4510306,8765,4,7,36
4510308,8766,1,2,7
4510318,8767,9,9,23
4510319,8768,18,10,84
4510327,8769,7,18,41
4510348,8770,3,3,17
4510351,8771,1,0,16
4510358,8772,4,4,9
4510401,8773,1,0,7
4510402,8774,5,12,102
4510420,8775,0,0,6
4510421,8776,9,3,74
4510422,8777,1,6,17
4510423,8778,1,0,13
4510424,8779,6,9,55
4510434,8780,3,4,45
4510435,8781,2,1,19
4510436,8782,5,11,142
4530100,8783,20,45,500
4530101,8784,26,49,464
4530102,8785,36,51,539
4530103,8786,25,31,546
4530104,8787,13,29,1108
4530105,8788,39,54,472
4530106,8789,14,35,705
4530107,8790,17,45,798
4530110,8791,58,69,300
4530111,8792,89,101,269
4530112,8793,37,48,314
4530113,8794,37,47,609
4530114,8795,11,28,557
4530115,8796,2,11,96
4530116,8797,30,62,513
4530117,8798,59,52,547
4530120,8799,45,51,194
4530121,8800,37,39,120
4530122,8801,24,35,109
4530123,8802,21,34,89
4530124,8803,25,32,111
4530125,8804,5,11,51
4530126,8805,31,51,160
4530127,8806,38,62,156
4530130,8807,32,62,538
4530131,8808,22,39,230
4530132,8809,31,59,308
4530133,8810,32,51,196
4530134,8811,19,37,179
4530135,8812,20,27,164
4530136,8813,21,24,210
4530137,8814,27,71,318
4530138,8815,48,89,377
4530140,8816,3,8,25
4530141,8817,40,84,291
4530142,8818,33,50,116
4530143,8819,46,75,168
4530144,8820,26,37,87
4530145,8821,9,19,56
4530146,8822,4,3,16
4530150,8823,17,30,138
4530150,8824,0,0,2
4530151,8825,11,21,97
4530151,8826,0,0,0
4530152,8827,12,37,145
4530153,8828,21,43,162
4530154,8829,20,41,145
4530154,8830,0,0,1
4530155,8831,22,43,154
4530156,8832,11,24,108
4530160,8833,19,33,109
4530161,8834,12,18,88
4530162,8835,25,45,191
4530163,8836,19,38,142
4530164,8837,31,51,166
4530165,8838,42,46,190
4530170,8839,38,48,175
4530171,8840,33,43,179
4530172,8841,4,5,29
4530173,8842,16,27,93
4530174,8843,7,16,62
4530175,8844,0,0,0
4530176,8845,0,0,1
4530177,8846,40,65,281
4530178,8847,20,34,144
4530180,8848,28,30,139
4530181,8849,23,43,134
4530182,8850,16,33,106
4530183,8851,9,17,52
4530184,8852,12,34,126
4530185,8853,3,6,41
4530186,8854,19,30,124
4530190,8855,18,30,127
4530191,8856,29,44,361
4530192,8857,20,45,250
4530193,8858,23,31,199
4530194,8859,21,30,169
4530200,8860,14,30,798
4530201,8861,12,20,752
4530202,8862,6,26,652
4530203,8863,8,43,738
4530204,8864,8,23,594
4530205,8865,17,20,886
4530206,8866,3,24,691
4530207,8867,7,14,779
4530210,8868,5,15,490
4530211,8869,7,18,779
4530212,8870,12,31,739
4530213,8871,3,26,646
4530214,8872,5,28,510
4530215,8873,2,10,126
4530216,8874,25,48,382
4530220,8875,12,13,796
4530221,8876,13,31,940
4530223,8877,13,18,510
4530224,8878,7,19,505
4530225,8879,13,23,659
4530226,8880,18,34,590
4530227,8881,12,30,562
4530230,8882,11,24,804
4530231,8883,17,15,795
4530232,8884,17,26,804
4530233,8885,17,30,756
4530234,8886,13,39,684
4530235,8887,18,36,568
4530236,8888,21,44,772
4530237,8889,8,29,609
4530238,8890,19,43,650
4530240,8891,27,38,473
4530241,8892,19,45,260
4530242,8893,29,50,364
4530243,8894,27,50,456
4530244,8895,11,28,200
4530245,8896,13,37,297
4530246,8897,17,40,349
4530247,8898,9,39,227
4530250,8899,18,19,262
4530251,8900,22,42,209
4530252,8901,10,9,34
4530253,8902,11,19,56
4530254,8903,30,49,409
4530255,8904,24,42,348
4530256,8905,11,43,348
4530260,8906,18,16,278
4530261,8907,17,27,277
4530262,8908,26,42,425
4530263,8909,15,47,318
4530264,8910,25,37,566
4530265,8911,17,34,333
4530266,8912,20,31,424
4530267,8913,19,30,505
4530268,8914,11,21,284
4530270,8915,13,23,397
4530271,8916,12,20,224
4530272,8917,22,49,313
4530273,8918,16,32,210
4530274,8919,29,33,338
4530275,8920,15,23,182
4530280,8921,26,24,136
4530281,8922,14,17,139
4530282,8923,24,19,97
4530290,8924,12,23,414
4530291,8925,11,5,98
4530292,8926,17,31,181
4530293,8927,23,30,223
4530294,8928,17,32,202
4530300,8929,8,13,255
4530301,8930,6,17,225
4530302,8931,16,32,479
4530303,8932,0,2,33
4530304,8933,16,23,620
4530305,8934,10,24,286
4530306,8935,17,37,1121
4530307,8936,21,39,934
4530310,8937,6,18,381
4530311,8938,4,19,341
4530312,8939,6,44,601
4530313,8940,3,12,288
4530314,8941,7,19,381
4530315,8942,6,30,458
4530320,8943,26,35,567
4530321,8944,6,21,380
4530322,8945,9,17,566
4530323,8946,20,31,378
4530324,8947,15,26,420
4530325,8948,9,9,74
4530326,8949,16,16,326
4530327,8950,17,15,387
4530330,8951,27,53,713
4530331,8952,17,27,402
4530332,8953,21,37,424
4530333,8954,25,38,363
4530334,8955,28,59,418
4530335,8956,40,57,456
4530336,8957,25,32,269
4530337,8958,44,55,398
4530340,8959,22,44,642
4530341,8960,22,42,430
4530342,8961,25,56,573
4530343,8962,11,23,329
4530343,8963,0,0,7
4530344,8964,18,26,526
4530345,8965,17,46,479
4530346,8966,16,39,550
4530347,8967,13,38,511
4530348,8968,12,23,334
4530348,8969,0,7,60
4530349,8970,24,56,509
4530350,8971,33,54,639
4530351,8972,15,21,284
4530352,8973,22,28,315
4530353,8974,15,17,238
4530354,8975,25,34,747
4530355,8976,7,8,195
4530356,8977,21,28,344
4530357,8978,26,38,440
4530358,8979,21,53,655
4530360,8980,25,50,481
4530361,8981,17,17,176
4530362,8982,11,22,149
4530363,8983,15,26,155
4530364,8984,12,12,131
4530365,8985,14,15,130
4530366,8986,17,18,217
4530367,8987,14,18,149
4530370,8988,18,41,273
4530371,8989,16,24,167
4530372,8990,3,5,32
4530372,8991,0,1,3
4530373,8992,11,19,176
4530374,8993,20,20,208
4530375,8994,30,41,269
4530376,8995,18,17,173
4530380,8996,17,38,638
4530381,8997,10,28,132
4530381,8998,0,0,0
4530381,8999,0,0,18
4530381,9000,0,0,9
4530382,9001,29,52,479
4530383,9002,23,36,557
4530384,9003,22,40,527
4530385,9004,24,26,344
4530385,9005,0,0,5
4530386,9006,18,23,252
4530386,9007,0,0,0
4530386,9008,0,0,4
4530387,9009,12,20,219
4530390,9010,15,29,264
4530391,9011,9,18,177
4530392,9012,12,21,126
4530393,9013,6,15,92
4530394,9014,8,16,73
4530395,9015,21,32,151
4530396,9016,19,24,121
4530400,9017,13,18,222
4530401,9018,13,47,448
4530402,9019,10,39,468
4530403,9020,15,48,385
4530404,9021,2,3,18
4530405,9022,20,51,505
4530410,9023,8,26,566
4530411,9024,3,18,672
4530412,9025,12,23,458
4530413,9026,7,17,638
4530414,9027,19,40,764
4530415,9028,10,28,470
4530416,9029,12,36,608
4530417,9030,7,12,283
4530418,9031,16,38,565
4530420,9032,15,51,663
4530421,9033,5,30,300
4530422,9034,7,37,378
4530423,9035,12,39,215
4530424,9036,18,64,237
4530425,9037,10,34,496
4530426,9038,7,22,225
4530427,9039,13,37,335
4530430,9040,17,29,473
4530431,9041,17,35,616
4530432,9042,9,25,221
4530433,9043,6,20,137
4530434,9044,10,37,313
4530435,9045,11,34,275
4530436,9046,16,33,423
4530437,9047,25,91,636
4530438,9048,9,39,290
4530439,9049,12,42,303
4530445,9050,21,44,400
4530446,9051,24,54,541
4530447,9052,8,25,182
4530448,9053,27,61,383
4530449,9054,30,74,522
4530450,9055,36,64,586
4530451,9056,9,24,188
4530452,9057,24,43,296
4530453,9058,18,42,302
4530454,9059,17,36,267
4530455,9060,12,23,168
4530456,9061,13,28,164
4530460,9062,15,44,100
4530461,9063,19,59,159
4530462,9064,28,87,245
4530463,9065,10,26,81
4530464,9066,8,28,162
4530465,9067,10,18,128
4530466,9068,20,56,185
4530467,9069,16,56,178
4530470,9070,12,36,220
4530471,9071,13,51,229
4530472,9072,31,40,315
4530473,9073,8,27,118
4530474,9074,5,11,52
4530475,9075,6,21,39
4530480,9076,7,18,71
4530481,9077,22,77,171
4530482,9078,9,28,102
4530483,9079,39,83,142
4530490,9080,30,46,118
4530491,9081,45,83,239
4530491,9082,0,0,0
4550001,9083,4,2,7
4550002,9084,3,3,6
4550003,9085,2,6,6
4550004,9086,2,1,3
4550005,9087,0,1,6
4550006,9088,0,0,1
4550007,9089,0,0,1
4550008,9090,0,0,2
4550009,9091,4,1,6
4550010,9092,1,0,1
4550011,9093,12,8,19
4550012,9094,0,0,0
4550014,9095,5,3,8
4550015,9096,0,1,1
4550016,9097,3,1,7
4550017,9098,7,10,9
4550018,9099,6,7,7
4550019,9100,6,3,15
4550020,9101,0,1,1
4550021,9102,0,0,3
4570001,9103,2,2,5
4570002,9104,15,8,7
4570003,9105,25,17,9
4570004,9106,8,4,5
4570005,9107,7,6,1
4570006,9108,4,0,4
4570007,9109,1,2,2
4570008,9110,2,0,1
4570009,9111,3,1,4
4570010,9112,11,8,17
4570011,9113,0,0,0
4570013,9114,5,7,7
4570014,9115,22,4,6
4570015,9116,13,5,2
4570016,9117,6,3,3
4570017,9118,11,5,8
4570018,9119,9,9,10
4590001,9120,15,9,21
4590002,9121,9,4,19
4590003,9122,5,6,9
4590004,9123,13,12,16
4590005,9124,13,4,10
4590006,9125,8,12,17
4590007,9126,36,11,59
4590008,9127,12,4,15
4590009,9128,12,8,10
4590010,9129,13,14,25
4590011,9130,11,7,7
4590012,9131,5,3,5
4590013,9132,15,8,12
4590014,9133,10,5,9
4590015,9134,9,2,12
4590015,9135,0,0,0
4590016,9136,16,11,17
4590017,9137,31,17,47
4590018,9138,10,6,9
4590020,9139,1,0,2
4610001,9140,3,0,0
4610002,9141,0,1,0
4610003,9142,1,9,0
4610004,9143,6,5,3
4610005,9144,0,0,0
4610006,9145,0,5,0
4630001,9146,27,73,39
4630002,9147,32,35,40
4630003,9148,6,3,15
4630004,9149,0,1,9
4630005,9150,25,66,53
4630006,9151,7,3,9
4630007,9152,20,18,16
4630008,9153,52,169,90
4630009,9154,35,177,90
4630010,9155,24,100,35
4630011,9156,7,10,8
4630012,9157,71,145,101
4630013,9158,53,324,113
4630014,9159,4,1,4
4650010,9160,29,154,138
4650011,9161,8,100,93
4650012,9162,2,9,7
4650012,9163,2,8,10
4650012,9164,0,1,0
4650012,9165,0,0,0
4650013,9166,29,89,83
4650020,9167,2,6,5
4650021,9168,44,130,122
4650022,9169,29,118,116
4650023,9170,2,12,12
4650024,9171,27,90,83
4650030,9172,41,122,127
4650031,9173,57,201,189
4650032,9174,1,7,7
4650033,9175,11,62,52
4650040,9176,52,293,268
4650041,9177,31,119,116
4650042,9178,0,0,0
4650043,9179,1,2,2
467001,9180,16,4,15
467001,9181,7,5,12
467001,9182,16,13,15
467001,9183,9,8,27
467001,9184,4,6,16
467002,9185,15,10,21
467002,9186,5,3,16
467002,9187,12,11,17
467002,9188,14,7,22
467003,9189,12,3,18
467003,9190,10,5,18
467003,9191,8,3,4
467003,9192,17,9,9
467004,9193,8,6,12
467004,9194,16,7,29
467004,9195,5,8,13
467004,9196,32,26,48
467004,9197,7,5,6
4690001,9198,6,20,10
4690002,9199,3,12,38
4690003,9200,4,19,33
4690004,9201,8,31,25
4690005,9202,12,56,42
4690006,9203,3,11,2
4690007,9204,18,78,30
4690008,9205,10,48,42
4690009,9206,2,13,12
4690010,9207,9,16,24
4690011,9208,0,12,7
4690012,9209,3,11,4
4690013,9210,9,35,13
4690014,9211,6,27,13
4690015,9212,2,1,0
4690016,9213,5,4,2
4690017,9214,1,6,4
4690018,9215,19,27,39
4690019,9216,25,51,43
4690020,9217,11,11,17
4690021,9218,23,50,56
4690022,9219,2,3,12
4690023,9220,12,18,14
4690024,9221,4,7,22
4690025,9222,25,50,82
4690026,9223,2,9,7
4690027,9224,8,8,8
4690028,9225,0,1,2
4690029,9226,9,28,52
4690030,9227,6,9,11
4690031,9228,10,22,26
4690032,9229,5,32,11
4690033,9230,24,34,66
4690034,9231,4,33,9
4690035,9232,2,11,8
4710101,9233,19,9,11
4710102,9234,19,31,168
4710103,9235,11,15,39
4710104,9236,9,7,26
4710201,9237,13,15,56
4710201,9238,0,0,1
4710203,9239,17,15,26
4710204,9240,7,6,9
4710204,9241,4,6,11
4710205,9242,18,20,84
4710206,9243,4,3,23
4710301,9244,28,28,67
4710302,9245,3,3,10
4710303,9246,1,3,4
4710304,9247,26,18,56
4710401,9248,13,15,47
4710403,9249,12,10,19
4710403,9250,0,0,0
4710404,9251,42,28,50
4710405,9252,0,1,1
4730101,9253,16,20,21
4730102,9254,62,59,39
4730103,9255,5,6,8
4730104,9256,2,9,11
4730105,9257,1,6,8
4730106,9258,16,12,21
4730207,9259,3,10,28
4730208,9260,17,18,19
4730209,9261,7,19,35
4730210,9262,2,2,5
4730311,9263,82,121,26
4730312,9264,66,84,45
4730313,9265,14,16,20
4730314,9266,3,5,7
4730315,9267,2,5,2
4730416,9268,0,3,3
4730417,9269,0,0,0
4730418,9270,5,12,29
4730419,9271,29,40,31
4730420,9272,6,8,37
4750002,9273,42,67,41
475001,9274,29,110,36
475001,9275,4,28,7
475003,9276,20,21,21
475003,9277,7,4,5
475004,9278,40,54,21
475004,9279,3,16,6
475004,9280,6,1,1
4770101,9281,11,21,33
4770104,9282,29,51,66
4770109,9283,3,5,9
4770115,9284,8,9,16
4770117,9285,0,0,1
4770121,9286,0,1,6
4770202,9287,1,0,2
4770203,9288,7,12,31
4770205,9289,14,21,49
4770208,9290,5,10,21
4770307,9291,2,17,29
4770311,9292,2,5,12
4770312,9293,5,2,18
4770320,9294,4,4,27
4770406,9295,4,11,41
4770410,9296,3,8,29
4770413,9297,2,3,34
4770418,9298,2,3,31
4770419,9299,3,6,25
4790123,9300,19,99,88
4790124,9301,40,166,164
4790125,9302,16,106,59
4790128,9303,20,141,95
4790129,9304,63,259,146
4790130,9305,35,341,171
4790132,9306,46,292,154
4790133,9307,32,241,110
4790134,9308,37,166,102
4790135,9309,23,102,62
4790136,9310,22,76,30
4790154,9311,14,103,37
4790164,9312,12,91,70
4790169,9313,28,202,108
4790176,9314,10,60,41
4790176,9315,0,2,0
4790177,9316,23,146,67
4790218,9317,37,192,197
4790219,9318,32,157,159
4790220,9319,20,100,88
4790221,9320,29,114,219
4790226,9321,13,82,71
4790227,9322,8,61,37
4790231,9323,31,209,136
4790237,9324,40,117,110
4790238,9325,10,21,12
4790239,9326,23,141,131
4790250,9327,28,186,118
4790250,9328,0,0,0
4790250,9329,0,5,2
4790251,9330,8,49,45
4790252,9331,33,247,150
4790255,9332,25,195,192
4790266,9333,27,135,102
4790267,9334,29,142,95
4790268,9335,1,10,11
4790272,9336,21,150,137
4790273,9337,35,201,139
4790274,9338,24,157,95
4790275,9339,14,87,54
4790275,9340,0,3,2
4790278,9341,0,0,2
4790308,9342,15,75,77
4790309,9343,40,262,321
4790310,9344,2,32,29
4790311,9345,14,164,135
4790312,9346,15,94,70
4790340,9347,43,203,273
4790341,9348,33,120,160
4790342,9349,42,159,179
4790343,9350,47,240,298
4790344,9351,65,258,386
4790345,9352,35,182,235
4790349,9353,27,166,144
4790356,9354,60,343,289
4790359,9355,37,316,270
4790361,9356,17,118,115
4790363,9357,14,81,51
4790370,9358,18,131,116
4790371,9359,44,168,256
4790401,9360,19,105,92
4790402,9361,18,117,95
4790403,9362,22,107,47
4790404,9363,27,129,100
4790405,9364,22,127,77
4790406,9365,17,78,48
4790407,9366,4,23,18
4790413,9367,28,146,130
4790414,9368,12,68,65
4790415,9369,24,123,144
4790416,9370,17,72,54
4790417,9371,18,34,39
4790422,9372,11,43,49
4790446,9373,40,257,198
4790447,9374,31,142,148
4790448,9375,7,34,19
4790453,9376,5,36,22
4790457,9377,3,5,3
4790458,9378,29,201,157
4790460,9379,5,40,22
4790462,9380,9,37,20
4790465,9381,11,69,44
4810101,9382,4,17,9
4810102,9383,17,37,56
4810103,9384,12,28,38
4810201,9385,21,16,16
4810202,9386,24,39,23
4810203,9387,48,99,63
4810301,9388,9,13,31
4810302,9389,11,16,18
4810303,9390,4,11,10
4810401,9391,16,47,17
4810402,9392,10,13,8
4810403,9393,4,14,13
4830101,9394,0,0,0
4830201,9395,1,1,3
4830301,9396,2,3,6
4830401,9397,2,0,6
4850101,9398,2,1,3
4850102,9399,3,2,27
4850103,9400,21,19,68
4850104,9401,18,17,92
4850105,9402,3,2,6
4850106,9403,0,0,0
4850107,9404,12,14,73
4850108,9405,14,24,85
4850109,9406,3,1,9
4850201,9407,23,29,37
4850202,9408,21,25,32
4850203,9409,15,18,27
4850204,9410,4,2,3
4850205,9411,9,11,40
4850206,9412,27,14,42
4850207,9413,0,0,0
4850208,9414,2,0,2
4850209,9415,0,0,0
4850210,9416,6,2,7
4850211,9417,0,0,0
4850301,9418,8,4,12
4850302,9419,15,18,54
4850303,9420,20,19,29
4850304,9421,4,4,12
4850305,9422,5,14,10
4850306,9423,0,0,5
4850307,9424,7,7,18
4850308,9425,18,10,28
4850309,9426,9,1,13
4850310,9427,18,22,25
4850401,9428,10,10,60
4850402,9429,6,3,14
4850403,9430,12,14,58
4850404,9431,12,7,50
4850405,9432,17,21,95
4850406,9433,13,14,60
4850407,9434,4,0,4
4850408,9435,4,7,9
4850409,9436,3,3,6
4850410,9437,2,2,12
4870001,9438,13,4,19
4870001,9439,0,0,0
4870019,9440,17,10,30
4870020,9441,5,5,12
4870021,9442,8,2,21
4890001,9443,6,28,21
4890002,9444,0,3,3
4890003,9445,8,35,28
4890004,9446,52,143,104
4890005,9447,8,35,34
4890006,9448,24,54,39
4890007,9449,4,12,10
4890008,9450,5,26,13
4890009,9451,12,32,32
4890010,9452,3,6,4
4890011,9453,1,2,2
4890012,9454,2,13,9
489001,9455,32,101,75
489002,9456,30,132,121
489007,9457,22,61,52
489008,9458,22,51,42
489011,9459,20,37,25
4910116,9460,5,21,129
4910116,9461,0,0,0
4910117,9462,13,45,276
4910118,9463,25,58,342
4910119,9464,13,79,248
4910122,9465,3,5,33
4910123,9466,21,63,179
4910135,9467,12,63,170
4910136,9468,1,3,11
4910138,9469,11,24,111
4910139,9470,16,58,150
4910143,9471,5,11,19
4910144,9472,3,16,32
4910145,9473,19,49,133
4910146,9474,17,56,370
4910147,9475,23,68,465
4910149,9476,21,51,91
4910150,9477,30,89,220
4910151,9478,25,66,470
4910155,9479,18,71,179
4910162,9480,13,60,461
4910163,9481,17,62,147
4910164,9482,3,8,22
4910166,9483,8,26,109
4910173,9484,9,32,239
4910174,9485,6,19,136
4910175,9486,11,44,294
4910180,9487,30,95,276
4910181,9488,13,47,125
4910182,9489,5,16,58
4910184,9490,10,19,49
4910186,9491,12,45,171
4910189,9492,12,59,274
4910191,9493,5,19,36
4910192,9494,3,13,27
4910198,9495,0,1,7
4910201,9496,9,41,215
4910202,9497,3,7,24
4910203,9498,0,2,6
4910204,9499,13,41,214
4910205,9500,0,2,11
4910206,9501,11,15,36
4910207,9502,10,22,74
4910208,9503,4,10,33
4910209,9504,12,22,89
4910210,9505,5,9,35
4910216,9506,8,20,118
4910229,9507,1,4,8
4910230,9508,19,84,296
4910231,9509,8,22,79
4910243,9510,4,6,36
4910244,9511,4,6,51
4910245,9512,3,12,71
4910251,9513,1,1,1
4910252,9514,8,30,130
4910253,9515,19,63,196
4910254,9516,16,49,172
4910255,9517,3,13,47
4910256,9518,3,8,41
4910257,9519,13,31,116
4910258,9520,0,0,2
4910259,9521,6,17,51
4910261,9522,9,31,85
4910262,9523,9,28,68
4910263,9524,8,31,89
4910264,9525,11,39,101
4910266,9526,12,41,171
4910267,9527,3,6,40
4910276,9528,5,23,129
4910277,9529,17,60,335
4910278,9530,26,86,389
4910279,9531,0,0,10
4910283,9532,13,49,195
4910284,9533,18,65,224
4910287,9534,15,44,138
4910301,9535,11,49,278
4910302,9536,1,6,31
4910303,9537,9,38,154
4910305,9538,4,6,39
4910306,9539,15,28,167
4910307,9540,3,5,30
4910308,9541,4,7,33
4910309,9542,13,29,110
4910310,9543,11,12,43
4910311,9544,1,1,0
4910312,9545,6,9,48
4910314,9546,10,34,239
4910317,9547,4,13,75
4910318,9548,2,5,29
4910319,9549,0,2,14
4910320,9550,5,20,101
4910321,9551,0,0,2
4910322,9552,10,20,104
4910323,9553,0,1,7
4910331,9554,3,12,43
4910332,9555,7,22,119
4910333,9556,1,5,30
4910338,9557,13,30,157
4910340,9558,8,39,155
4910341,9559,18,28,142
4910342,9560,4,18,73
4910343,9561,12,33,163
4910344,9562,4,6,58
4910345,9563,2,8,39
4910346,9564,5,7,48
4910360,9565,33,89,296
4910367,9566,0,0,6
4910368,9567,7,29,150
4910369,9568,9,34,130
4910370,9569,7,31,111
4910371,9570,21,26,118
4910372,9571,27,51,231
4910379,9572,11,26,134
4910380,9573,0,1,6
4910381,9574,32,50,331
4910390,9575,12,49,225
4910390,9576,0,0,0
4910391,9577,5,12,80
4910392,9578,16,32,154
4910393,9579,28,45,330
4910394,9580,28,41,352
4910395,9581,1,3,12
4910396,9582,12,29,174
4910397,9583,13,29,179
4910398,9584,16,59,258
4910399,9585,2,9,65
4910401,9586,19,66,130
4910402,9587,17,67,140
4910403,9588,5,17,47
4910409,9589,1,0,5
4910410,9590,8,27,51
4910411,9591,12,23,67
4910412,9592,3,6,10
4910413,9593,15,26,71
4910415,9594,15,28,39
4910418,9595,0,0,0
4910419,9596,4,8,13
4910420,9597,12,34,67
4910421,9598,7,22,35
4910422,9599,20,50,92
4910424,9600,11,55,184
4910425,9601,5,4,7
4910426,9602,4,14,37
4910427,9603,17,39,117
4910428,9604,14,48,101
4910429,9605,14,47,98
4910432,9606,2,4,17
4910433,9607,21,47,212
4910434,9608,6,9,25
4910436,9609,4,8,23
4910437,9610,26,86,228
4910456,9611,10,47,33
4910468,9612,3,13,49
4910470,9613,6,19,79
4910471,9614,0,0,12
4910472,9615,3,6,19
4910473,9616,5,11,38
4910482,9617,20,52,171
4910484,9618,19,44,120
4910485,9619,8,22,76
4910486,9620,4,13,52
4910487,9621,0,1,5
4910488,9622,8,37,143
4910489,9623,22,70,172
4910490,9624,16,72,175
4910491,9625,17,76,170
4930101,9626,14,38,96
4930102,9627,15,41,37
4930103,9628,5,28,43
4930104,9629,5,6,13
4930205,9630,22,22,34
4930206,9631,15,27,34
4930207,9632,16,21,48
4930311,9633,6,8,17
4930312,9634,7,9,23
4930313,9635,12,15,33
4930414,9636,11,22,35
4930415,9637,10,21,41
4930416,9638,4,13,26
4950101,9639,2,6,5
4950201,9640,1,0,3
4950202,9641,2,0,3
4950301,9642,1,3,0
4950401,9643,3,10,4
4970001,9644,5,3,8
4970002,9645,4,8,31
4970003,9646,5,3,15
4970004,9647,4,0,18
4970005,9648,1,4,15
4970006,9649,8,10,13
4970007,9650,10,10,35
4970008,9651,4,5,15
4970009,9652,10,7,25
4970010,9653,4,2,2
4970011,9654,5,0,4
4970012,9655,8,5,22
4970013,9656,5,2,6
4970014,9657,4,5,5
4970015,9658,5,5,18
4970016,9659,4,8,22
4970017,9660,14,13,26
4970018,9661,4,6,7
4970019,9662,2,1,6
4970020,9663,7,5,13
4970022,9664,6,3,9
4970023,9665,9,7,22
4970024,9666,9,6,25
4970025,9667,5,3,10
4970027,9668,9,8,43
4970028,9669,6,6,16
4970029,9670,0,1,1
