CNTYVTD,VTDKEY,BinkleyR_24P_President,HaleyR_24P_President,StuckenbergR_24P_President,TrumpR_24P_President,ChristieR_24P_President,RamaswamyR_24P_President,HutchinsonR_24P_President,DeSantisR_24P_President,UncommittedR_24P_President
2330021,6001,1,51,0,752,2,1,0,5,9
2330023,6002,0,9,0,101,0,0,0,4,0
2330031,6003,3,48,0,458,0,2,2,10,5
2330033,6004,0,26,0,243,0,1,0,5,6
2330041,6005,0,3,0,19,0,0,0,4,1
2330042,6006,0,27,0,279,5,0,0,4,5
2350100,6007,0,9,0,96,0,0,0,3,2
2350200,6008,0,6,0,93,0,0,0,3,1
2350300,6009,0,6,0,46,0,0,0,2,0
2350400,6010,0,13,0,118,0,1,0,3,0
2370001,6011,0,41,0,419,3,1,1,5,11
2370002,6012,0,24,0,357,0,0,0,4,4
2370003,6013,0,6,0,68,0,0,0,1,3
2370004,6014,2,35,1,330,2,0,0,5,10
2370005,6015,0,13,1,259,0,1,0,10,5
2370006,6016,1,43,0,445,3,1,0,1,6
2390001,6017,1,46,0,432,2,1,1,9,15
2390002,6018,0,35,0,551,0,1,0,2,7
2390003,6019,0,53,0,589,0,1,0,14,9
2390004,6020,0,7,0,88,0,2,0,3,1
2390005,6021,0,11,0,174,0,1,0,2,4
2390006,6022,1,14,0,127,1,0,0,2,0
2390007,6023,0,1,0,55,0,1,0,1,2
2390008,6024,0,9,0,132,0,1,0,1,5
2390009,6025,0,20,0,242,1,0,0,4,5
2410001,6026,0,0,0,19,0,0,0,0,1
2410002,6027,2,16,0,312,0,0,0,4,4
2410003,6028,0,30,0,364,0,0,0,4,8
2410004,6029,0,38,1,318,1,2,0,2,8
2410005,6030,0,6,0,55,0,0,0,6,0
2410006,6031,0,24,0,252,1,0,0,1,8
2410007,6032,0,23,0,146,1,0,0,2,8
2410008,6033,0,28,1,192,1,0,0,4,9
2410009,6034,0,53,0,654,4,0,0,7,16
2410010,6035,0,45,0,705,1,3,1,6,22
2410011,6036,0,18,0,192,0,0,2,3,7
2410012,6037,0,19,0,253,0,1,0,1,5
2410013,6038,0,28,0,175,2,0,0,1,3
2410014,6039,1,92,0,785,3,3,2,3,27
2410015,6040,0,61,0,865,2,0,0,6,12
2410016,6041,0,11,0,102,0,0,0,1,1
2410017,6042,0,28,0,573,0,1,0,3,9
2410019,6043,0,64,0,699,3,1,1,9,20
2410020,6044,1,34,1,187,1,1,1,2,12
2410021,6045,0,61,1,286,5,1,3,6,10
2430001,6046,0,50,1,91,2,1,0,2,10
2430002,6047,0,30,0,95,2,0,1,2,9
2430003,6048,0,48,0,121,1,1,0,2,5
2430004,6049,0,16,0,37,0,0,0,0,1
2430005,6050,0,18,0,76,0,1,0,1,5
2450001,6051,0,6,0,12,0,0,0,0,0
2450002,6052,0,3,1,34,0,0,0,0,1
2450003,6053,0,2,1,8,0,0,1,0,2
2450004,6054,0,114,1,253,3,6,1,1,12
2450005,6055,0,28,0,145,0,1,0,5,6
2450006,6056,0,10,0,69,1,0,1,1,1
2450007,6057,0,37,0,107,3,0,1,2,2
2450008,6058,0,2,0,7,0,0,0,0,0
2450009,6059,1,92,1,744,1,4,0,10,12
2450010,6060,0,5,0,7,0,0,0,0,0
2450011,6061,0,0,0,8,0,0,0,0,1
2450012,6062,0,5,0,2,0,0,0,0,0
2450013,6063,0,0,0,3,1,0,0,0,1
2450014,6064,2,3,0,7,0,0,0,0,2
2450015,6065,0,1,0,15,0,0,0,1,0
2450016,6066,0,0,0,5,0,0,0,0,0
2450017,6067,0,33,0,217,0,0,0,1,5
2450018,6068,0,1,0,4,1,0,0,0,0
2450019,6069,1,4,0,9,0,1,0,0,1
2450020,6070,0,1,0,12,0,0,0,0,2
2450021,6071,0,0,0,30,0,0,0,0,0
2450022,6072,0,24,0,217,0,0,0,2,2
2450023,6073,0,22,1,110,0,1,0,0,5
2450024,6074,0,10,0,121,0,1,2,1,0
2450025,6075,0,73,0,601,1,1,0,6,14
2450026,6076,0,74,1,384,4,2,0,6,19
2450027,6077,0,24,0,113,0,0,0,2,3
2450028,6078,0,7,0,79,0,0,0,1,3
2450029,6079,0,32,0,463,0,1,1,2,5
2450030,6080,0,15,0,308,0,0,1,6,2
2450031,6081,0,31,0,338,0,0,0,4,6
2450032,6082,0,8,0,31,0,0,0,1,0
2450033,6083,0,19,0,318,0,1,0,1,5
2450034,6084,0,1,0,11,0,0,0,0,1
2450035,6085,0,11,0,194,0,1,0,3,2
2450036,6086,1,25,0,262,2,1,1,6,5
2450037,6087,0,55,0,385,1,0,1,3,8
2450038,6088,0,59,0,408,2,0,0,9,3
2450039,6089,0,1,1,5,0,0,0,0,1
2450040,6090,1,54,0,499,0,1,1,9,8
2450041,6091,0,2,0,27,0,0,0,0,0
2450042,6092,0,42,0,413,0,1,1,5,4
2450043,6093,0,31,0,335,0,0,0,5,6
2450044,6094,0,12,0,60,0,0,0,0,1
2450045,6095,0,8,1,57,0,0,0,2,2
2450046,6096,0,2,0,38,0,1,0,0,3
2450047,6097,0,8,0,50,0,1,0,0,2
2450048,6098,0,0,0,17,0,0,0,0,0
2450049,6099,0,2,0,12,0,0,0,0,1
2450050,6100,1,6,0,57,1,0,0,1,3
2450051,6101,0,0,0,1,0,0,0,0,0
2450052,6102,0,0,0,1,0,0,0,0,0
2450053,6103,0,4,0,11,0,0,0,0,0
2450054,6104,0,0,0,4,0,0,0,0,0
2450055,6105,0,0,0,3,0,0,0,0,0
2450056,6106,0,86,0,684,4,2,0,13,16
2450057,6107,0,1,0,3,0,0,0,0,0
2450058,6108,0,10,0,119,0,0,0,1,1
2450059,6109,0,1,0,3,0,0,0,0,0
2450060,6110,0,44,0,460,0,2,0,4,4
2450061,6111,0,13,0,141,0,0,1,0,2
2450062,6112,0,155,0,457,3,2,0,9,20
2450063,6113,0,2,0,8,0,0,0,0,3
2450064,6114,0,2,0,29,0,0,0,0,2
2450065,6115,0,168,0,416,3,4,0,13,12
2450066,6116,0,48,1,274,0,2,0,2,4
2450067,6117,1,4,0,29,1,0,0,1,0
2450068,6118,0,75,0,322,2,4,0,5,14
2450069,6119,1,69,0,526,2,4,0,12,16
2450070,6120,0,22,2,113,0,0,0,1,2
2450071,6121,0,3,0,37,0,0,0,0,0
2450072,6122,0,46,0,306,1,2,0,9,8
2450073,6123,0,128,0,462,3,5,1,9,23
2450074,6124,0,79,0,557,1,3,1,10,6
2450075,6125,0,3,0,8,0,0,0,0,0
2450076,6126,0,4,0,23,0,0,0,0,0
2450077,6127,0,1,0,10,0,0,0,0,0
2450078,6128,0,24,0,126,1,0,1,1,4
2450079,6129,1,83,0,326,4,1,0,3,12
2450080,6130,0,11,0,59,0,0,0,2,2
2450081,6131,0,2,0,0,0,0,0,0,0
2450082,6132,0,13,0,129,1,2,0,3,2
2450083,6133,0,33,0,242,2,1,0,1,10
2450084,6134,0,0,0,4,0,0,0,0,0
2450085,6135,0,4,0,48,0,1,0,0,1
2450086,6136,0,45,0,155,2,2,0,7,6
2450087,6137,0,6,0,17,1,0,0,0,0
2450088,6138,0,9,0,41,0,0,0,0,1
2450089,6139,0,1,0,14,0,0,0,1,0
2450090,6140,0,2,0,3,0,0,0,0,0
2450091,6141,0,24,0,210,0,0,0,2,3
2450092,6142,0,34,0,182,1,2,0,0,1
2450093,6143,0,1,0,10,0,0,0,0,0
2450094,6144,0,167,1,399,6,1,1,15,15
2450095,6145,0,5,0,70,0,0,0,0,1
2450096,6146,0,3,0,7,0,0,0,0,0
2450097,6147,0,1,0,4,0,0,0,0,0
2450098,6148,0,5,0,67,0,0,1,3,1
2450099,6149,0,5,0,23,0,1,1,0,1
2450100,6150,0,170,0,530,1,6,0,9,16
2450101,6151,0,1,0,6,0,0,0,0,0
2450102,6152,0,0,0,1,0,0,0,0,0
2450103,6153,0,9,0,63,0,1,0,1,0
2450104,6154,0,8,0,20,0,1,0,1,0
2470001,6155,0,2,0,9,0,0,0,0,0
2470002,6156,0,2,0,15,0,0,0,0,0
2470003,6157,0,1,0,13,0,0,0,0,0
2470004,6158,1,1,0,12,0,0,0,0,1
2470005,6159,0,0,0,0,0,0,0,0,0
2490001,6160,0,1,0,21,1,0,0,0,0
2490002,6161,0,2,0,74,0,0,0,0,0
2490003,6162,0,39,0,290,1,1,1,2,8
2490004,6163,0,5,0,64,0,0,0,0,1
2490005,6164,0,1,0,10,0,0,0,0,0
2490006,6165,0,0,0,49,0,0,0,0,0
2490007,6166,0,17,0,214,3,0,0,2,4
2490008,6167,1,65,0,521,5,0,0,12,13
2490009,6168,0,4,0,27,0,0,0,0,1
2490010,6169,0,1,0,67,0,0,0,0,0
2490011,6170,0,2,0,37,0,0,0,1,1
2490012,6171,0,6,1,84,1,0,0,1,1
2490013,6172,0,0,0,12,0,0,0,0,0
2490014,6173,0,4,0,27,0,0,0,0,1
2490015,6174,0,12,0,74,1,0,0,0,2
2490016,6175,0,3,0,26,0,0,0,0,0
2490017,6176,0,3,0,76,0,0,0,0,1
2490018,6177,0,3,0,27,0,0,0,0,1
2490019,6178,0,5,1,46,0,0,0,1,1
2490020,6179,0,0,0,17,0,0,0,1,0
2490022,6180,0,3,0,64,0,0,0,0,0
2510001,6181,0,5,0,51,0,0,0,0,0
2510002,6182,0,107,0,772,2,4,0,12,11
2510003,6183,0,64,0,332,2,0,0,5,7
2510004,6184,0,72,1,443,4,1,0,10,8
2510005,6185,1,73,1,434,5,3,0,12,12
2510006,6186,0,32,0,155,1,0,0,3,2
2510007,6187,1,107,0,469,5,0,0,10,12
2510008,6188,0,32,2,298,2,2,0,3,10
2510009,6189,0,42,0,281,1,1,0,4,1
2510010,6190,0,59,1,379,1,1,0,2,12
2510011,6191,5,128,1,829,3,3,0,15,24
2510012,6192,1,102,1,592,5,3,1,13,12
2510012,6193,0,36,0,196,2,1,0,5,6
2510013,6194,0,61,0,530,0,2,0,3,5
2510014,6195,0,13,0,76,1,1,0,1,2
2510015,6196,0,104,0,441,5,1,0,10,10
2510016,6197,0,18,0,102,0,0,0,3,6
2510017,6198,0,72,0,458,2,3,2,5,14
2510018,6199,0,134,1,718,4,4,0,14,34
2510019,6200,2,222,2,901,6,3,0,17,29
2510020,6201,0,14,0,112,1,0,0,1,4
2510021,6202,0,63,1,404,1,1,1,12,5
2510022,6203,0,85,1,482,6,3,0,11,6
2510023,6204,0,54,3,618,2,3,0,8,9
2510024,6205,0,58,2,478,1,2,0,3,10
2510025,6206,0,23,0,215,1,1,0,2,0
2510026,6207,0,54,0,374,0,1,0,3,6
2510027,6208,0,88,2,559,4,5,1,6,12
2510028,6209,0,69,1,428,1,1,0,3,9
2510029,6210,0,40,0,232,1,1,0,3,5
2510030,6211,0,91,1,694,4,5,1,16,17
2510031,6212,0,33,0,270,2,1,0,4,6
2510032,6213,0,65,0,540,6,3,0,8,4
2510033,6214,0,67,0,519,1,3,0,8,8
2510034,6215,0,50,0,347,1,1,0,3,3
2510035,6216,0,93,0,493,2,1,0,5,6
2510036,6217,0,19,0,163,0,0,0,0,1
2510037,6218,2,145,1,547,8,4,0,14,25
2510038,6219,0,15,0,141,1,1,0,1,1
2510039,6220,0,91,2,439,2,1,0,8,11
2510040,6221,0,69,1,376,7,3,1,12,9
2510041,6222,2,180,1,746,5,1,0,11,22
2510042,6223,0,38,1,363,1,1,0,1,8
2510043,6224,1,125,1,564,4,2,0,8,8
2530001,6225,0,57,2,425,2,2,0,6,13
2530002,6226,0,92,1,555,8,3,0,5,12
2530003,6227,0,100,0,815,5,6,1,7,7
2530004,6228,1,81,0,704,3,2,0,13,21
2550001,6229,1,94,1,480,5,4,2,11,47
2550002,6230,0,10,0,71,0,0,0,0,0
2550003,6231,0,4,0,81,0,0,0,1,1
2550004,6232,0,31,1,277,1,1,1,2,11
2550005,6233,1,18,2,187,0,3,2,5,13
2550006,6234,0,4,0,122,0,0,0,1,1
2550007,6235,0,13,0,233,0,1,1,2,4
2550008,6236,0,7,1,80,0,0,0,0,4
2550009,6237,0,9,0,62,1,0,0,0,2
2550010,6238,0,7,0,116,1,0,0,0,3
2550011,6239,0,35,0,238,0,1,0,3,8
2550012,6240,0,26,0,162,0,1,0,2,11
2550013,6241,0,6,0,25,0,0,0,0,0
2550014,6242,0,19,0,137,1,2,1,1,14
2550015,6243,0,5,0,23,0,0,0,1,4
2570001,6244,0,81,1,409,6,0,0,4,23
2570002,6245,1,50,0,385,1,1,0,4,4
2570003,6246,0,97,0,484,4,6,1,13,15
2570004,6247,0,67,0,407,2,4,0,4,11
2570005,6248,0,19,0,91,2,0,0,1,5
2570006,6249,0,67,0,559,2,2,0,4,11
2570007,6250,0,91,0,529,4,6,0,19,20
2570008,6251,1,50,1,249,3,0,0,3,8
2570009,6252,1,58,0,412,0,1,0,3,5
2570010,6253,1,79,1,642,3,2,0,13,13
2570011,6254,0,34,0,291,2,0,0,4,4
2570012,6255,1,59,0,460,0,0,0,6,6
2570013,6256,2,57,0,349,3,3,0,10,12
2570014,6257,0,47,0,297,1,5,1,5,9
2570015,6258,0,72,0,668,5,2,1,9,8
2570016,6259,1,108,0,781,1,0,0,15,12
2570017,6260,1,63,0,454,2,1,0,4,6
2570018,6261,1,72,0,433,3,2,2,10,8
2570019,6262,1,135,1,428,2,1,1,13,13
2570020,6263,0,34,0,276,0,2,0,3,5
2570021,6264,0,60,0,618,0,3,0,6,14
2570022,6265,0,72,0,367,0,4,0,7,6
2570023,6266,0,44,0,324,0,0,0,7,7
2570024,6267,0,44,0,267,1,4,0,8,11
2570025,6268,1,30,0,113,0,2,0,3,6
2570026,6269,0,10,0,62,0,0,0,1,1
2570027,6270,2,102,1,559,4,3,1,20,28
2570028,6271,2,70,0,396,3,0,1,6,13
2570029,6272,0,44,0,264,1,2,0,5,5
2570030,6273,0,39,0,330,2,1,0,6,6
2570031,6274,0,28,2,146,1,0,0,6,3
2570032,6275,0,61,0,336,3,3,1,12,11
2570033,6276,0,2,0,20,0,0,0,1,1
2570034,6277,1,79,1,516,1,3,2,12,11
2570035,6278,0,30,0,223,2,4,3,6,7
2570036,6279,0,66,0,340,1,0,0,3,13
2570037,6280,0,25,0,120,2,0,0,1,9
2591010,6281,0,93,1,455,4,5,0,10,20
2591030,6282,0,14,0,73,0,0,0,3,2
2591050,6283,1,151,1,618,5,2,1,16,15
2591110,6284,0,188,0,582,3,2,1,11,18
2592020,6285,0,194,0,659,4,8,0,21,13
2592060,6286,0,70,0,430,3,3,0,7,5
2592080,6287,0,155,0,432,0,2,0,18,9
2592120,6288,0,144,1,756,9,4,1,9,12
2593010,6289,0,91,0,421,2,4,1,13,15
2593030,6290,0,144,0,672,2,5,1,17,11
2593040,6291,0,91,0,320,0,2,0,3,6
2593050,6292,0,142,0,529,4,3,0,18,10
2593060,6293,0,33,0,228,2,0,1,2,3
2594050,6294,0,135,0,579,5,5,1,13,6
2594070,6295,0,101,1,470,1,2,0,4,7
2594090,6296,0,61,2,266,2,1,0,2,5
2594100,6297,0,140,0,754,3,3,2,22,18
2610001,6298,0,0,0,11,0,0,0,0,0
2610002,6299,0,0,0,4,0,0,0,0,0
2610003,6300,0,0,0,3,0,0,0,0,0
2610004,6301,0,3,0,4,0,0,0,0,0
2610005,6302,0,1,0,2,0,0,0,0,0
2610006,6303,0,0,0,0,0,0,0,0,0
2630101,6304,0,5,0,68,0,0,0,2,1
2630201,6305,0,2,0,16,0,0,0,0,0
2630202,6306,0,1,0,40,0,1,0,1,0
2630301,6307,0,2,0,34,0,0,0,2,0
2630302,6308,0,1,0,14,0,0,0,0,0
2630401,6309,0,1,0,41,0,0,0,0,0
2650101,6310,0,167,0,901,0,4,0,11,14
2650107,6311,1,39,0,325,0,0,1,2,11
2650109,6312,1,95,1,511,2,1,1,9,15
2650113,6313,0,95,0,311,6,0,0,10,12
2650118,6314,0,25,0,104,0,0,1,0,2
2650119,6315,0,117,0,417,5,1,1,7,23
2650202,6316,0,56,0,562,0,1,1,5,12
2650211,6317,0,34,0,171,1,2,0,3,6
2650215,6318,0,116,1,757,2,3,0,11,13
2650220,6319,0,300,0,840,4,4,3,25,27
2650303,6320,0,104,0,484,1,5,0,7,9
2650308,6321,0,38,0,193,0,3,0,7,3
2650312,6322,0,123,1,627,3,5,0,15,17
2650314,6323,1,40,0,322,5,2,0,6,10
2650404,6324,1,34,0,331,0,0,0,2,3
2650405,6325,1,106,0,491,0,3,1,9,10
2650406,6326,1,117,1,844,0,2,0,10,16
2650410,6327,0,15,0,102,0,0,0,1,2
2650416,6328,0,77,2,499,1,2,0,3,7
2650417,6329,0,134,0,496,2,6,1,6,21
2670001,6330,2,53,0,276,2,1,0,5,5
2670002,6331,0,10,0,138,0,0,1,1,5
2670003,6332,0,13,0,120,3,1,0,2,2
2670004,6333,0,17,0,149,0,2,0,2,4
2670006,6334,1,13,0,139,0,2,0,2,2
2670007,6335,0,20,0,145,1,0,1,1,2
2670009,6336,0,33,0,188,1,1,0,3,5
2690001,6337,0,0,0,32,0,0,0,0,0
2690002,6338,0,0,0,7,0,0,0,0,1
2690003,6339,0,1,0,29,0,0,0,0,0
2690004,6340,0,5,0,20,0,0,0,0,0
2710001,6341,0,23,0,141,0,0,0,5,0
2710002,6342,0,22,0,116,2,1,0,3,3
2710003,6343,0,21,0,99,0,0,0,2,2
2710004,6344,0,42,1,180,2,2,0,4,2
2730011,6345,0,18,0,76,1,0,0,2,7
2730012,6346,0,50,0,226,3,1,1,7,15
2730013,6347,0,14,0,88,0,0,0,0,3
2730014,6348,0,33,0,145,2,0,0,6,12
2730021,6349,2,36,3,174,3,3,3,3,10
2730022,6350,0,12,0,79,1,1,1,1,4
2730023,6351,0,10,0,49,1,1,0,1,2
2730024,6352,0,22,0,114,2,2,2,4,8
2730031,6353,0,38,1,207,2,1,1,2,11
2730032,6354,0,11,0,76,0,0,0,1,2
2730033,6355,0,14,0,54,0,0,0,1,3
2730034,6356,0,22,0,125,0,0,0,1,4
2730035,6357,0,28,0,130,1,0,0,7,11
2730041,6358,0,25,0,149,1,0,1,1,4
2730042,6359,0,27,0,124,1,1,1,3,6
2730043,6360,0,26,0,180,0,0,0,0,5
2730044,6361,0,15,0,70,0,0,0,0,1
2750101,6362,0,24,0,212,2,0,0,5,5
2750201,6363,0,6,0,64,0,0,0,2,3
2750202,6364,0,3,0,52,0,0,0,0,2
2750301,6365,0,17,0,82,0,0,0,0,4
2750302,6366,0,4,0,11,0,0,0,0,0
2750401,6367,0,9,0,83,1,0,0,0,4
277001,6368,0,10,0,105,3,4,2,4,3
277001,6369,1,20,0,234,0,1,0,2,9
277001,6370,0,33,0,424,1,1,0,4,9
277001,6371,0,21,0,239,0,0,1,2,2
277001,6372,0,7,0,144,0,0,0,4,3
277002,6373,2,21,0,191,2,2,0,3,13
277002,6374,0,23,0,211,1,0,0,1,7
277002,6375,0,4,0,70,0,0,0,0,0
277002,6376,0,14,0,164,0,0,0,2,5
277003,6377,0,34,0,239,0,0,0,7,3
277003,6378,1,23,0,452,0,1,0,6,8
277003,6379,0,17,0,195,1,0,0,2,1
277003,6380,0,16,0,192,0,0,0,0,5
277003,6381,2,47,0,382,3,2,1,14,13
277004,6382,0,57,0,455,0,3,0,14,10
277004,6383,1,32,0,481,1,0,0,5,9
277004,6384,1,35,0,338,0,3,2,11,5
277004,6385,0,47,0,415,0,3,0,9,17
277004,6386,0,70,1,386,1,0,0,13,4
277004,6387,0,9,0,46,0,0,0,2,1
27713,6388,0,165,0,868,6,3,0,17,50
27715,6389,0,11,1,106,1,1,0,0,11
27721,6390,0,15,0,44,2,0,0,1,7
27723,6391,2,48,2,276,3,1,1,6,22
27737,6392,3,104,0,325,6,3,2,7,21
27733,6393,0,19,0,150,1,0,1,0,5
27746,6394,1,70,0,332,3,4,1,11,17
2790001,6395,0,15,0,115,0,0,0,3,3
2790002,6396,0,7,0,53,0,1,0,0,3
2790003,6397,1,20,0,138,1,1,0,1,1
2790004,6398,0,0,0,21,0,0,0,0,0
2790005,6399,0,5,0,70,0,1,0,2,1
2790006,6400,0,6,0,58,0,1,0,1,0
2790008,6401,0,45,1,351,0,1,0,8,7
2790009,6402,0,20,0,157,0,0,0,1,1
2790010,6403,0,4,0,83,0,1,0,1,1
2790011,6404,0,17,0,154,1,1,0,2,1
2790012,6405,0,1,0,40,1,0,0,2,0
2810001,6406,1,100,4,664,6,4,1,7,14
2810002,6407,3,165,0,830,9,2,3,9,38
2810003,6408,0,55,2,425,8,1,0,11,16
2810004,6409,0,48,2,421,2,2,0,5,9
2810005,6410,0,24,0,130,0,0,0,2,3
2810006,6411,0,41,0,277,0,1,0,7,4
2810007,6412,0,35,0,229,2,0,0,5,4
2810008,6413,0,13,1,115,1,0,0,2,2
2810009,6414,1,67,2,416,4,2,1,7,15
2810010,6415,0,13,0,102,0,0,0,0,3
2830001,6416,0,3,0,42,0,0,0,2,0
2830002,6417,0,0,0,31,0,0,0,0,0
2830003,6418,0,5,0,26,0,0,0,0,0
2830004,6419,0,0,0,20,0,0,0,0,0
2830005,6420,0,0,0,19,0,1,0,0,0
2830006,6421,0,2,0,17,0,0,0,1,0
2850101,6422,0,50,2,547,0,2,1,1,6
2850102,6423,0,47,0,572,4,3,0,10,14
2850119,6424,1,24,0,313,1,0,0,5,2
2850208,6425,0,37,1,309,2,0,0,5,3
2850223,6426,0,50,0,425,1,1,0,7,8
2850231,6427,0,50,2,609,2,3,0,6,11
2850309,6428,0,40,1,398,5,1,1,10,13
2850311,6429,0,15,0,255,0,0,0,2,3
2850329,6430,0,58,0,438,3,2,0,13,13
2850416,6431,0,25,0,280,0,1,0,2,6
2850430,6432,0,51,0,490,1,4,1,7,11
2870101,6433,0,33,0,351,1,3,0,5,8
2870102,6434,0,2,0,54,0,0,0,0,2
2870103,6435,0,8,0,83,2,0,0,1,0
2870201,6436,1,23,0,209,0,0,0,3,5
2870202,6437,1,69,0,473,1,2,0,4,12
2870203,6438,0,18,0,117,0,0,0,0,1
2870301,6439,0,4,0,43,0,0,0,2,1
2870302,6440,0,29,0,279,1,1,1,4,3
2870303,6441,0,32,0,297,0,0,0,5,3
2870304,6442,0,11,0,89,0,0,0,0,0
2870401,6443,0,22,0,174,1,0,0,3,6
2870402,6444,1,1,0,27,0,0,0,0,0
2870403,6445,0,11,0,87,0,1,0,2,2
2870404,6446,0,14,0,155,2,0,0,4,6
2870405,6447,0,32,1,252,1,3,0,5,5
2890001,6448,1,63,0,594,1,1,1,6,15
2890002,6449,0,20,0,162,0,0,0,3,2
2890003,6450,0,19,0,222,0,0,0,2,4
2890004,6451,1,12,0,185,0,1,0,3,3
2890005,6452,0,20,0,169,1,1,0,7,0
2890006,6453,0,35,0,313,0,1,0,1,4
2890007,6454,0,14,0,182,0,0,0,3,3
2890008,6455,1,24,0,266,0,3,0,2,2
2890009,6456,0,5,0,105,0,0,0,1,0
2890010,6457,0,19,1,250,0,1,0,4,3
2890011,6458,0,12,0,196,1,1,0,5,3
2890012,6459,0,16,0,149,1,0,0,3,1
2890013,6460,0,18,1,282,0,1,1,3,2
2890014,6461,0,14,0,88,0,0,0,2,2
2910002,6462,0,14,0,354,0,3,1,5,5
2910003,6463,0,71,0,796,4,5,2,7,13
2910004,6464,0,11,0,212,1,0,0,3,5
2910006,6465,0,13,0,302,1,0,0,2,6
2910007,6466,0,42,1,316,1,2,5,4,18
2910009,6467,1,54,0,862,2,1,1,8,15
2910011,6468,0,7,0,145,1,0,0,2,7
2910013,6469,0,11,0,185,0,1,0,4,5
2910018,6470,0,17,1,104,0,1,1,1,6
291001,6471,0,14,0,186,0,1,0,0,2
2910020,6472,0,45,1,441,2,0,0,7,19
2910021,6473,0,53,0,840,2,3,1,6,10
2910022,6474,0,47,1,402,3,3,1,6,13
2910023,6475,0,2,0,97,1,1,1,0,2
2910024,6476,0,21,0,537,0,0,0,8,10
2910025,6477,1,9,0,302,1,1,0,2,9
2910026,6478,0,25,0,390,0,0,1,1,16
2910030,6479,0,33,1,347,0,0,0,2,10
2910031,6480,0,7,0,270,1,1,0,2,6
291008,6481,1,35,0,767,3,1,0,9,10
291010,6482,1,63,1,728,3,3,0,7,18
291019,6483,1,124,1,841,8,1,2,19,26
2930101,6484,0,53,0,392,6,2,1,1,7
2930102,6485,0,8,1,236,0,1,0,2,1
2930103,6486,1,15,1,232,0,0,0,1,4
2930104,6487,0,48,1,256,1,1,1,4,7
2930201,6488,0,8,0,85,0,0,0,1,0
2930202,6489,0,4,0,32,0,0,0,0,1
2930203,6490,0,0,0,12,0,0,0,0,0
2930204,6491,2,10,0,107,0,0,1,0,3
2930205,6492,0,11,0,74,0,1,0,0,3
2930206,6493,0,15,1,116,0,0,0,1,3
2930301,6494,0,25,0,262,3,2,1,2,3
2930302,6495,0,11,0,113,0,0,0,0,0
2930303,6496,0,6,0,46,0,0,0,0,0
2930304,6497,0,22,0,168,0,1,0,3,2
2930305,6498,0,13,0,95,1,0,0,1,2
2930401,6499,0,8,2,145,0,0,0,1,0
2930402,6500,0,12,0,108,0,0,0,2,0
2930403,6501,0,6,0,91,0,0,0,1,2
2930404,6502,0,11,0,118,1,0,1,2,2
2930405,6503,0,10,0,91,0,0,0,3,1
2930406,6504,0,11,0,72,0,0,0,0,0
2950106,6505,0,7,0,69,0,0,0,0,2
2950202,6506,0,3,0,53,1,0,1,1,3
2950207,6507,0,10,0,116,1,0,0,3,3
2950207,6508,0,0,0,2,0,0,0,0,0
2950303,6509,0,19,0,178,0,0,1,4,9
2950308,6510,0,4,0,58,0,1,0,1,3
2950404,6511,0,7,0,92,1,0,0,1,8
2950409,6512,0,4,0,33,0,0,0,1,1
2970001,6513,0,16,0,126,0,0,0,1,1
2970002,6514,0,20,0,250,0,0,0,2,3
2970003,6515,0,17,1,152,1,0,0,0,10
2970004,6516,0,29,0,243,0,2,1,9,7
2970005,6517,0,8,0,130,0,0,0,3,1
2970006,6518,0,12,1,84,0,1,0,2,0
2970007,6519,0,1,0,15,0,0,0,0,0
2970008,6520,0,1,0,46,0,0,0,0,1
2970009,6521,0,33,2,232,1,0,0,4,8
2970010,6522,0,7,0,104,0,0,0,2,1
2970011,6523,0,2,0,36,0,0,0,0,0
2970012,6524,0,2,0,51,0,0,0,0,0
2970013,6525,0,26,0,181,0,0,0,6,3
2970014,6526,0,30,0,346,2,1,1,8,7
2990101,6527,0,31,0,97,0,2,1,4,1
2990102,6528,0,87,0,179,2,2,0,3,11
2990108,6529,0,106,0,293,3,4,0,6,15
2990109,6530,0,342,0,1073,5,5,0,31,33
2990203,6531,0,118,0,692,1,0,0,14,14
2990204,6532,0,46,0,290,0,1,1,4,2
2990205,6533,0,43,1,253,1,3,0,0,9
2990307,6534,0,119,0,709,2,5,0,7,19
2990410,6535,4,262,4,1396,18,10,1,22,55
3010001,6536,0,2,0,26,0,0,0,0,1
3010002,6537,0,1,0,12,1,1,0,1,1
3010003,6538,0,3,0,20,0,0,0,0,3
3010004,6539,0,2,0,10,1,1,0,1,2
3030001,6540,1,35,0,140,0,0,0,2,4
3030002,6541,0,37,1,191,0,1,0,4,4
3030003,6542,0,7,1,56,0,1,1,1,0
3030004,6543,0,6,0,29,0,0,0,1,0
3030005,6544,0,11,0,48,0,0,0,0,1
3030006,6545,1,3,0,12,0,0,0,0,0
3030007,6546,1,122,1,418,4,1,3,8,7
3030008,6547,0,7,0,30,0,0,0,0,1
3030009,6548,2,164,1,310,4,0,1,8,7
3030010,6549,0,10,0,36,0,0,0,1,1
3030011,6550,0,3,0,8,0,0,0,0,0
3030012,6551,0,72,0,274,1,0,0,3,5
3030013,6552,0,25,0,49,0,1,1,3,2
3030014,6553,0,19,1,102,3,0,1,1,3
3030015,6554,0,124,0,168,3,0,0,11,6
3030017,6555,0,35,0,134,1,0,0,1,3
3030019,6556,0,4,0,30,0,1,1,1,2
